,sunlight,temperature,precipitation,weather
2024/09/23 8:00,0.5,20.8,0,2
2024/09/23 9:00,0.3,21.6,0,4
2024/09/23 10:00,0,21.9,0,4
2024/09/23 11:00,0,20.4,0,4
2024/09/23 12:00,0,19.2,1,10
2024/09/23 13:00,0,19.2,0.5,10
2024/09/23 14:00,0.3,21,0,4
2024/09/23 15:00,0.4,21.9,0,2
2024/09/23 16:00,0.9,22.3,0,2
2024/09/23 17:00,1,20.6,0,2
2024/09/23 18:00,0.3,19.2,0,2
2024/09/24 7:00,0.7,17.5,0,2
2024/09/24 8:00,1,18.7,0,2
2024/09/24 9:00,1,19.6,0,2
2024/09/24 10:00,1,20.8,0,2
2024/09/24 11:00,1,21,0,2
2024/09/24 12:00,1,21.3,0,2
2024/09/24 13:00,1,21.8,0,2
2024/09/24 14:00,1,21.4,0,2
2024/09/24 15:00,0.9,20.7,0,2
2024/09/24 16:00,0.7,20.5,0,4
2024/09/24 17:00,0.5,19.4,0,4
2024/09/24 18:00,0,18.3,0,4
2024/09/25 7:00,0.2,13.1,0,4
2024/09/25 8:00,0.8,16.1,0,2
2024/09/25 9:00,0.8,18.1,0,2
2024/09/25 10:00,0.7,22,0,4
2024/09/25 11:00,0.5,22.7,0,4
2024/09/25 12:00,0.2,23.4,0,4
2024/09/25 13:00,0,22.9,0,4
2024/09/25 14:00,0.1,23.3,0,4
2024/09/25 15:00,0.2,23.5,0,4
2024/09/25 16:00,0,23,0,4
2024/09/25 17:00,0,22.1,0,4
2024/09/25 18:00,0,21.1,0,2
2024/09/26 7:00,0.4,19.9,0,2
2024/09/26 8:00,0.3,21.1,0,2
2024/09/26 9:00,1,23.5,0,2
2024/09/26 10:00,1,25.8,0,2
2024/09/26 11:00,0.7,26.2,0,2
2024/09/26 12:00,0.9,27,0,2
2024/09/26 13:00,0.6,27.1,0,2
2024/09/26 14:00,0.5,28.2,0,4
2024/09/26 15:00,0.3,27.9,0,2
2024/09/26 16:00,0.2,27.2,0,4
2024/09/26 17:00,0,26.2,0,4
2024/09/26 18:00,0,26.1,0,4
2024/09/27 7:00,0,21.3,0,4
2024/09/27 8:00,0,22.4,0,4
2024/09/27 9:00,0,23.5,0,4
2024/09/27 10:00,0.1,24.4,0,4
2024/09/27 11:00,0,25.3,0,4
2024/09/27 12:00,0,25.9,0,4
2024/09/27 13:00,0.5,26.8,0,4
2024/09/27 14:00,0.7,27.7,0,4
2024/09/27 15:00,0.1,27.7,0,4
2024/09/27 16:00,1,28,0,2
2024/09/27 17:00,0.9,27.4,0,2
2024/09/27 18:00,0.1,25.7,0,4
2024/09/28 7:00,0,21.3,0,4
2024/09/28 8:00,0,22.1,0,4
2024/09/28 9:00,0,22.7,0,4
2024/09/28 10:00,0,23.8,0,4
2024/09/28 11:00,0,24.4,0,4
2024/09/28 12:00,0,25.3,0,4
2024/09/28 13:00,0.3,26.4,0,4
2024/09/28 14:00,0.6,26,0,4
2024/09/28 15:00,0,25.3,0,4
2024/09/28 16:00,0.3,25.3,0,4
2024/09/28 17:00,0.2,24.2,0,4
2024/09/28 18:00,0,23,0,4
2024/09/29 7:00,0,19.1,0,4
2024/09/29 8:00,0.2,20.4,0,4
2024/09/29 9:00,0.6,21.7,0,4
2024/09/29 10:00,0,23.1,0,4
2024/09/29 11:00,0,24.4,0,4
2024/09/29 12:00,0.4,25,0,4
2024/09/29 13:00,0.1,24.6,0,4
2024/09/29 14:00,0,24.9,0,4
2024/09/29 15:00,0,24.5,0,4
2024/09/29 16:00,0,23.4,0,4
2024/09/29 17:00,0,22.7,0,4
2024/09/29 18:00,0,22.1,0,4
2024/09/30 7:00,0.6,17.5,0,2
2024/09/30 8:00,1,20.8,0,2
2024/09/30 9:00,1,22.2,0,2
2024/09/30 10:00,0.9,23.9,0,2
2024/09/30 11:00,0.3,24,0,4
2024/09/30 12:00,0.6,25.5,0,2
2024/09/30 13:00,1,26.1,0,2
2024/09/30 14:00,0.8,25.9,0,2
2024/09/30 15:00,0.8,25.2,0,4
2024/09/30 16:00,0.5,24.5,0,4
2024/09/30 17:00,0.1,23.2,0,4
2024/09/30 18:00,0,21.5,0,4
2024/10/01 7:00,0,15.2,0,8
2024/10/01 8:00,0,15.9,0,4
2024/10/01 9:00,0.7,18.8,0,2
2024/10/01 10:00,1,21.8,0,2
2024/10/01 11:00,1,23.6,0,2
2024/10/01 12:00,1,25.2,0,2
2024/10/01 13:00,0.2,26.2,0,4
2024/10/01 14:00,0,26.5,0,4
2024/10/01 15:00,0,27.1,0,4
2024/10/01 16:00,0,26.8,0,4
2024/10/01 17:00,0,25.7,0,4
2024/10/01 18:00,0,24.6,0,2
2024/10/02 7:00,0.9,17.3,0,2
2024/10/02 8:00,1,20.2,0,2
2024/10/02 9:00,1,22.7,0,2
2024/10/02 10:00,1,25.1,0,2
2024/10/02 11:00,1,26.8,0,2
2024/10/02 12:00,1,28.1,0,2
2024/10/02 13:00,1,28.6,0,2
2024/10/02 14:00,1,29.1,0,2
2024/10/02 15:00,0.9,28.7,0,2
2024/10/02 16:00,0.1,26.9,0,4
2024/10/02 17:00,0,25.2,0,4
2024/10/02 18:00,0,23.1,0,4
2024/10/03 7:00,0,17.9,0,4
2024/10/03 8:00,0,18.2,0,4
2024/10/03 9:00,0,18.7,0,4
2024/10/03 10:00,0,19.3,0,4
2024/10/03 11:00,0.3,22.4,0,4
2024/10/03 12:00,0.8,24.3,0,4
2024/10/03 13:00,1,24.2,0,2
2024/10/03 14:00,1,23.2,0,2
2024/10/03 15:00,0,21.9,0,4
2024/10/03 16:00,0,21.1,0,4
2024/10/03 17:00,0,20.7,0,4
2024/10/03 18:00,0,20.2,0,4
2024/10/04 7:00,0,19.2,0,4
2024/10/04 8:00,0,20.4,0,10
2024/10/04 9:00,0,21.4,0,10
2024/10/04 10:00,0,22.2,0.5,4
2024/10/04 11:00,0,22.6,0,10
2024/10/04 12:00,0,23.7,0,4
2024/10/04 13:00,0,24.7,0,4
2024/10/04 14:00,0,25.8,0,4
2024/10/04 15:00,0,25.2,0,4
2024/10/04 16:00,0,21.7,15.5,10
2024/10/04 17:00,0,21.6,2.5,10
2024/10/04 18:00,0,21.3,1.5,10
2024/10/05 7:00,0,18.6,0,4
2024/10/05 8:00,0,19.6,0,4
2024/10/05 9:00,0,19.6,0,4
2024/10/05 10:00,0.1,20.7,0,4
2024/10/05 11:00,0,20.9,0,4
2024/10/05 12:00,0,21,0,4
2024/10/05 13:00,0,21.3,0,4
2024/10/05 14:00,0,22.2,0,4
2024/10/05 15:00,0,22.3,0,4
2024/10/05 16:00,0.1,22.4,0,4
2024/10/05 17:00,0,21.4,0,4
2024/10/05 18:00,0,20.9,0,4
2024/10/06 7:00,0,18,0.5,4
2024/10/06 8:00,0.1,19.2,0,4
2024/10/06 9:00,0.1,21,0,4
2024/10/06 10:00,0.8,23.6,0,2
2024/10/06 11:00,0.6,24.4,0,2
2024/10/06 12:00,0.1,24.8,0,4
2024/10/06 13:00,0.5,25.6,0,4
2024/10/06 14:00,0.6,26.5,0,4
2024/10/06 15:00,1,26.5,0,2
2024/10/06 16:00,1,24.9,0,2
2024/10/06 17:00,0.4,22.7,0,2
2024/10/06 18:00,0,22.2,0,2
2024/10/07 7:00,0,18.3,0,4
2024/10/07 8:00,0,19,0,4
2024/10/07 9:00,0.1,20.4,0,4
2024/10/07 10:00,0.6,23.1,0,4
2024/10/07 11:00,0.3,24.1,0,4
2024/10/07 12:00,0.2,24.9,0,4
2024/10/07 13:00,0.1,25.5,0,4
2024/10/07 14:00,0.1,26.1,0,4
2024/10/07 15:00,0.1,25.6,0,4
2024/10/07 16:00,0,25.1,0,4
2024/10/07 17:00,0,20.3,0,10
2024/10/07 18:00,0,18.7,12.5,10
2024/10/08 7:00,0,14.3,3,10
2024/10/08 8:00,0,14.4,1.5,10
2024/10/08 9:00,0,14.6,0,10
2024/10/08 10:00,0,15.3,0,10
2024/10/08 11:00,0,15.5,0,10
2024/10/08 12:00,0,15.9,0,4
2024/10/08 13:00,0,16,0,10
2024/10/08 14:00,0,16,0.5,10
2024/10/08 15:00,0,15.7,0,10
2024/10/08 16:00,0,15.4,0.5,10
2024/10/08 17:00,0,15.3,0,10
2024/10/08 18:00,0,15,0,10
2024/10/09 7:00,0,14.3,4,10
2024/10/09 8:00,0,14.5,3.5,10
2024/10/09 9:00,0,14.7,1.5,10
2024/10/09 10:00,0,14.5,2.5,10
2024/10/09 11:00,0,14.7,1,10
2024/10/09 12:00,0,15.6,0,4
2024/10/09 13:00,0,16.1,0,4
2024/10/09 14:00,0,16,0,4
2024/10/09 15:00,0,16.2,0,10
2024/10/09 16:00,0,16.3,0,4
2024/10/09 17:00,0.2,16.3,0,4
2024/10/09 18:00,0,15.6,0,4
2024/10/10 7:00,0,12.8,0,4
2024/10/10 8:00,0,13.2,0,4
2024/10/10 9:00,0,14.5,0,4
2024/10/10 10:00,0.1,16.2,0,4
2024/10/10 11:00,0,18.7,0,4
2024/10/10 12:00,0.2,18.8,0,4
2024/10/10 13:00,0.7,21.2,0,4
2024/10/10 14:00,0.8,21.1,0,4
2024/10/10 15:00,0.6,18.8,0,4
2024/10/10 16:00,0,17.8,0,4
2024/10/10 17:00,0.1,17.2,0,4
2024/10/10 18:00,0,16.6,0,4
2024/10/11 7:00,0,12.8,0,10
2024/10/11 8:00,0,13.6,0,4
2024/10/11 9:00,0,13.9,0,4
2024/10/11 10:00,0,15,0,4
2024/10/11 11:00,0.6,17.5,0,
2024/10/11 12:00,1,19.9,0,2
2024/10/11 13:00,1,20.5,0,2
2024/10/11 14:00,0,18.1,0,4
2024/10/11 15:00,0,16.6,1.5,4
2024/10/11 16:00,0,16.8,0,4
2024/10/11 17:00,0.3,16.9,0,4
2024/10/11 18:00,0,15.8,0,2
2024/10/12 7:00,0,11.8,0,2
2024/10/12 8:00,0,13.1,0,4
2024/10/12 9:00,0,14.3,0,4
2024/10/12 10:00,0.1,15.9,0,4
2024/10/12 11:00,1,17.3,0,2
2024/10/12 12:00,1,19.5,0,2
2024/10/12 13:00,1,20.9,0,2
2024/10/12 14:00,1,22.2,0,2
2024/10/12 15:00,1,22.5,0,2
2024/10/12 16:00,1,21.8,0,2
2024/10/12 17:00,0.7,20.3,0,2
2024/10/12 18:00,0,18,0,2
2024/10/13 7:00,0,13.1,0,2
2024/10/13 8:00,0,13.9,0,4
2024/10/13 9:00,0,14.4,0,4
2024/10/13 10:00,0.2,16.8,0,4
2024/10/13 11:00,1,18,0,2
2024/10/13 12:00,1,20.2,0,2
2024/10/13 13:00,1,23,0,2
2024/10/13 14:00,1,24.1,0,2
2024/10/13 15:00,1,23.9,0,2
2024/10/13 16:00,1,22.7,0,2
2024/10/13 17:00,0.9,20.7,0,2
2024/10/13 18:00,0,17.8,0,2
2024/10/14 7:00,0,10.6,0,8
2024/10/14 8:00,0,11,0,8
2024/10/14 9:00,0,12.7,0,4
2024/10/14 10:00,0.3,14.3,0,2
2024/10/14 11:00,1,18.8,0,2
2024/10/14 12:00,1,23.2,0,2
2024/10/14 13:00,1,23.8,0,2
2024/10/14 14:00,1,23.3,0,2
2024/10/14 15:00,1,22.8,0,2
2024/10/14 16:00,1,21.4,0,2
2024/10/14 17:00,0.5,20,0,2
2024/10/14 18:00,0,19.4,0,4
2024/10/15 7:00,0.7,14.2,0,2
2024/10/15 8:00,0.7,15.8,0,2
2024/10/15 9:00,1,18.4,0,2
2024/10/15 10:00,1,21.8,0,2
2024/10/15 11:00,1,23.3,0,2
2024/10/15 12:00,1,25.4,0,2
2024/10/15 13:00,1,25.7,0,2
2024/10/15 14:00,0.6,26.5,0,2
2024/10/15 15:00,0.1,25.4,0,4
2024/10/15 16:00,0.3,24.3,0,4
2024/10/15 17:00,0.1,22.8,0,4
2024/10/15 18:00,0,21.8,0,4
2024/10/16 7:00,0.4,17,0,4
2024/10/16 8:00,0.1,18.4,0,4
2024/10/16 9:00,0,18.9,0,4
2024/10/16 10:00,0,19.6,0,4
2024/10/16 11:00,0,20.7,0,4
2024/10/16 12:00,0.1,21.9,0,4
2024/10/16 13:00,0.1,22.5,0,4
2024/10/16 14:00,0,22.3,0,4
2024/10/16 15:00,0,22.1,0,4
2024/10/16 16:00,0,21.5,0,4
2024/10/16 17:00,0,20.4,0,10
2024/10/16 18:00,0,19.7,0.5,4
2024/10/17 7:00,0,16.5,0,2
2024/10/17 8:00,0,17.1,0,4
2024/10/17 9:00,0,17.8,0,4
2024/10/17 10:00,0,18.6,0,4
2024/10/17 11:00,0.5,20.5,0,2
2024/10/17 12:00,1,22.7,0,2
2024/10/17 13:00,1,24.1,0,2
2024/10/17 14:00,1,24.3,0,2
2024/10/17 15:00,0.9,24.2,0,2
2024/10/17 16:00,0.9,23.2,0,2
2024/10/17 17:00,0,21.6,0,4
2024/10/17 18:00,0,20.7,0,4
2024/10/18 7:00,0.3,15.5,0,2
2024/10/18 8:00,1,18.4,0,2
2024/10/18 9:00,0.9,20.5,0,2
2024/10/18 10:00,0.4,23.1,0,2
2024/10/18 11:00,0.8,24.6,0,2
2024/10/18 12:00,0.3,24.9,0,4
2024/10/18 13:00,0.9,25.2,0,2
2024/10/18 14:00,0.8,24.2,0,4
2024/10/18 15:00,0.2,23.8,0,4
2024/10/18 16:00,0,22.8,0,4
2024/10/18 17:00,0,22.6,0,4
2024/10/18 18:00,0,22.5,0,4
2024/10/19 7:00,0,19.9,0,4
2024/10/19 8:00,0.2,21.3,0,4
2024/10/19 9:00,0.6,23,0,4
2024/10/19 10:00,0.9,25.6,0,2
2024/10/19 11:00,0.4,27.4,0,4
2024/10/19 12:00,0.2,26.8,0,4
2024/10/19 13:00,0,24.7,0,10
2024/10/19 14:00,0,24.7,0,4
2024/10/19 15:00,0,24,0,4
2024/10/19 16:00,0,23.1,0,4
2024/10/19 17:00,0,20.6,1,10
2024/10/19 18:00,0,19.5,2,10
2024/10/20 7:00,0.1,10.5,0,2
2024/10/20 8:00,0.7,11.7,0,2
2024/10/20 9:00,0.1,12.8,0,4
2024/10/20 10:00,0,12.7,0,4
2024/10/20 11:00,0.1,13.4,0,4
2024/10/20 12:00,0.1,14.5,0,4
2024/10/20 13:00,0.6,15.5,0,2
2024/10/20 14:00,0.5,14.7,0,4
2024/10/20 15:00,0,13.9,0,4
2024/10/20 16:00,0.8,13.6,0,2
2024/10/20 17:00,0.6,11.9,0,2
2024/10/20 18:00,0,11.4,0,2
2024/10/21 7:00,0,2.9,0,8
2024/10/21 8:00,0.2,4.8,0,4
2024/10/21 9:00,1,7.3,0,2
2024/10/21 10:00,1,11.1,0,2
2024/10/21 11:00,1,18.7,0,2
2024/10/21 12:00,1,19.9,0,2
2024/10/21 13:00,1,20.3,0,2
2024/10/21 14:00,1,20.1,0,2
2024/10/21 15:00,1,19.8,0,2
2024/10/21 16:00,1,18.2,0,2
2024/10/21 17:00,0.7,16.8,0,2
2024/10/21 18:00,0,16.1,0,2
2024/10/22 7:00,0.6,9,0,4
2024/10/22 8:00,0.2,9.6,0,4
2024/10/22 9:00,0,11.3,0,4
2024/10/22 10:00,0,12.5,0,4
2024/10/22 11:00,0.3,14.1,0,4
2024/10/22 12:00,0.9,17.2,0,2
2024/10/22 13:00,0.3,18.5,0,4
2024/10/22 14:00,0.1,20.4,0,4
2024/10/22 15:00,0,21.9,0,4
2024/10/22 16:00,0.1,21.2,0,4
2024/10/22 17:00,0,20.6,0,4
2024/10/22 18:00,0,20.2,0,4
2024/10/23 7:00,0,17.6,0,4
2024/10/23 8:00,0.2,20.1,0,4
2024/10/23 9:00,0.7,22.2,0,4
2024/10/23 10:00,0,21.4,0,10
2024/10/23 11:00,0,22.8,0,4
2024/10/23 12:00,0,22.3,0,10
2024/10/23 13:00,0,23.5,0,10
2024/10/23 14:00,0,23.1,0.5,4
2024/10/23 15:00,0.4,25.8,0,2
2024/10/23 16:00,0.2,25.1,0,4
2024/10/23 17:00,0,23,0,10
2024/10/23 18:00,0,22.3,0,4
2024/10/24 7:00,0,17,0,4
2024/10/24 8:00,0,18,0,4
2024/10/24 9:00,0.1,19.9,0,4
2024/10/24 10:00,0.1,20.1,0,4
2024/10/24 11:00,0.8,21,0,4
2024/10/24 12:00,0.7,22,0,4
2024/10/24 13:00,0.2,21.5,0,4
2024/10/24 14:00,0,21,0,4
2024/10/24 15:00,0,20.4,0,4
2024/10/24 16:00,0,19.6,0,4
2024/10/24 17:00,0,19.1,0,4
2024/10/24 18:00,0,18.8,0,4
2024/10/25 7:00,0.2,15.9,0,4
2024/10/25 8:00,1,17.7,0,2
2024/10/25 9:00,1,18.4,0,2
2024/10/25 10:00,1,20.1,0,2
2024/10/25 11:00,1,21.3,0,2
2024/10/25 12:00,1,21.9,0,2
2024/10/25 13:00,1,21.6,0,2
2024/10/25 14:00,1,22.1,0,2
2024/10/25 15:00,1,22.2,0,2
2024/10/25 16:00,1,20.7,0,2
2024/10/25 17:00,0.4,17.8,0,2
2024/10/25 18:00,0,15.8,0,4
2024/10/26 7:00,0,10.2,0,8
2024/10/26 8:00,0,10.3,0,4
2024/10/26 9:00,0,11.1,0,4
2024/10/26 10:00,0,12.9,0,4
2024/10/26 11:00,0,13.7,0,4
2024/10/26 12:00,0,14.4,0,4
2024/10/26 13:00,0.1,15.3,0,4
2024/10/26 14:00,0,16,0,4
2024/10/26 15:00,0.1,16.7,0,4
2024/10/26 16:00,0,16.2,0,4
2024/10/26 17:00,0,15.1,0,4
2024/10/26 18:00,0,14.4,0,4
2024/10/27 7:00,0,11.7,0,4
2024/10/27 8:00,0,11.8,0,4
2024/10/27 9:00,0,13.3,0,4
2024/10/27 10:00,0,13.8,0,4
2024/10/27 11:00,0.4,15,0,4
2024/10/27 12:00,0.8,16.7,0,4
2024/10/27 13:00,1,18.2,0,2
2024/10/27 14:00,1,20.5,0,2
2024/10/27 15:00,0.8,20.2,0,4
2024/10/27 16:00,0,19.7,0,4
2024/10/27 17:00,0,18.5,0,4
2024/10/27 18:00,0,17.5,0,4
2024/10/28 7:00,0,14.4,1,10
2024/10/28 8:00,0,14.3,0,10
2024/10/28 9:00,0,15.4,0,4
2024/10/28 10:00,0,16.3,0,4
2024/10/28 11:00,0,16.6,0,4
2024/10/28 12:00,0,16.3,0,4
2024/10/28 13:00,0,17.4,0,4
2024/10/28 14:00,0,16.8,0,4
2024/10/28 15:00,0.1,17.1,0,4
2024/10/28 16:00,0,15.6,0,4
2024/10/28 17:00,0,15.1,0,4
2024/10/28 18:00,0,14.8,0,4
2024/10/29 7:00,0.1,9,0,4
2024/10/29 8:00,0.4,10.8,0,4
2024/10/29 9:00,0.7,13.3,0,2
2024/10/29 10:00,1,15,0,2
2024/10/29 11:00,0.9,16.1,0,2
2024/10/29 12:00,0.7,17.1,0,4
2024/10/29 13:00,0.9,16.2,0,2
2024/10/29 14:00,1,16.4,0,2
2024/10/29 15:00,0.2,15.3,0,4
2024/10/29 16:00,0,14.7,0,4
2024/10/29 17:00,0,14.4,0,4
2024/10/29 18:00,0,14.3,0,4
2024/10/30 7:00,0,12.3,0,10
2024/10/30 8:00,0,12.8,0,10
2024/10/30 9:00,0,13.8,0,4
2024/10/30 10:00,0,14.3,0,4
2024/10/30 11:00,0,14.1,0,10
2024/10/30 12:00,0,15.2,0.5,10
2024/10/30 13:00,0,16.3,0,4
2024/10/30 14:00,0.1,17,0,4
2024/10/30 15:00,0.3,16.1,0,4
2024/10/30 16:00,0.9,14.9,0,2
2024/10/30 17:00,0,14,0,2
2024/10/30 18:00,0,13.3,0,2
2024/10/31 7:00,0.3,8,0,4
2024/10/31 8:00,0.3,9.9,0,2
2024/10/31 9:00,1,12,0,2
2024/10/31 10:00,1,14.5,0,2
2024/10/31 11:00,1,16.9,0,2
2024/10/31 12:00,1,18.1,0,2
2024/10/31 13:00,1,19.1,0,2
2024/10/31 14:00,1,19.9,0,2
2024/10/31 15:00,1,19.2,0,2
2024/10/31 16:00,0.2,17.7,0,4
2024/10/31 17:00,0,15.2,0,4
2024/10/31 18:00,0,13.6,0,4
2024/11/01 7:00,0,8.4,0,2
2024/11/01 8:00,0,8.5,0,4
2024/11/01 9:00,0,9.5,0,4
2024/11/01 10:00,0.1,10.6,0,4
2024/11/01 11:00,0.8,12.7,0,4
2024/11/01 12:00,1,15.5,0,2
2024/11/01 13:00,0.1,16,0,4
2024/11/01 14:00,0,16.9,0,4
2024/11/01 15:00,0,16.6,0,4
2024/11/01 16:00,0,16.5,0,4
2024/11/01 17:00,0,15.8,0,4
2024/11/01 18:00,0,15.7,0,4
2024/11/02 7:00,0,13.2,1,10
2024/11/02 8:00,0,13.5,1,10
2024/11/02 9:00,0,13.8,1,10
2024/11/02 10:00,0,14,2.5,10
2024/11/02 11:00,0,14.6,1,10
2024/11/02 12:00,0,15.2,0.5,10
2024/11/02 13:00,0,14.9,3,10
2024/11/02 14:00,0,14.7,5,10
2024/11/02 15:00,0,14.6,6,10
2024/11/02 16:00,0,14.5,7.5,10
2024/11/02 17:00,0,14.6,3,10
2024/11/02 18:00,0,14.6,1.5,10
2024/11/03 7:00,0,10.5,0,2
2024/11/03 8:00,0.5,13.1,0,2
2024/11/03 9:00,0.8,15.5,0,2
2024/11/03 10:00,1,16.3,0,2
2024/11/03 11:00,1,16.7,0,2
2024/11/03 12:00,1,17.2,0,2
2024/11/03 13:00,1,17.5,0,2
2024/11/03 14:00,1,17.2,0,2
2024/11/03 15:00,1,16.3,0,2
2024/11/03 16:00,1,14.8,0,2
2024/11/03 17:00,0.4,13,0,2
2024/11/03 18:00,0,11.4,0,2
2024/11/04 7:00,0,4.8,0,8
2024/11/04 8:00,0,5,0,4
2024/11/04 9:00,0,5.1,0,4
2024/11/04 10:00,0,6.6,0,4
2024/11/04 11:00,0.8,9.6,0,2
2024/11/04 12:00,1,12.2,0,2
2024/11/04 13:00,1,14.4,0,2
2024/11/04 14:00,1,16.3,0,2
2024/11/04 15:00,1,17.9,0,2
2024/11/04 16:00,1,17.1,0,2
2024/11/04 17:00,0.3,14.4,0,2
2024/11/04 18:00,0,12.4,0,2
2024/11/05 7:00,0,11.9,0,4
2024/11/05 8:00,0.2,13.7,0,4
2024/11/05 9:00,0.1,15,0,4
2024/11/05 10:00,0.3,14.9,0,4
2024/11/05 11:00,0.3,14.9,0,4
2024/11/05 12:00,0.4,15.6,0,4
2024/11/05 13:00,0.8,15.4,0,4
2024/11/05 14:00,0,15,0,4
2024/11/05 15:00,0.8,15.6,0,4
2024/11/05 16:00,0.7,14.1,0,4
2024/11/05 17:00,0,13.2,0,4
2024/11/05 18:00,0,12.8,0,4
2024/11/06 7:00,0,7.6,2,10
2024/11/06 8:00,0,8.2,0,10
2024/11/06 9:00,0,8.3,0.5,10
2024/11/06 10:00,0,8.9,0,4
2024/11/06 11:00,0.2,10.2,0,4
2024/11/06 12:00,1,12.3,0,2
2024/11/06 13:00,0.1,12.3,0,4
2024/11/06 14:00,0.9,14,0,2
2024/11/06 15:00,0.6,13.9,0,2
2024/11/06 16:00,0,13,0,4
2024/11/06 17:00,0,11.8,0,4
2024/11/06 18:00,0,10.2,0,2
2024/11/07 7:00,0,6.5,0,10
2024/11/07 8:00,0.1,7.5,0,4
2024/11/07 9:00,0,7.9,0,4
2024/11/07 10:00,0,8.6,0,4
2024/11/07 11:00,0,9.2,0,4
2024/11/07 12:00,0,9.3,0,4
2024/11/07 13:00,0.1,8.6,0,10
2024/11/07 14:00,0.5,9.9,0,4
2024/11/07 15:00,0.1,8.5,0,4
2024/11/07 16:00,0,8.2,0,4
2024/11/07 17:00,0,7.8,0,4
2024/11/07 18:00,0,7.9,0,10
2024/11/08 7:00,0.3,4,0,4
2024/11/08 8:00,1,7.9,0,2
2024/11/08 9:00,1,9.6,0,2
2024/11/08 10:00,0.9,11.7,0,2
2024/11/08 11:00,0.7,12.1,0,4
2024/11/08 12:00,0.5,12.7,0,4
2024/11/08 13:00,1,13.2,0,2
2024/11/08 14:00,0.9,13.1,0,2
2024/11/08 15:00,0.9,12.7,0,2
2024/11/08 16:00,1,11.4,0,2
2024/11/08 17:00,0.3,9.6,0,2
2024/11/08 18:00,0,7.5,0,2
2024/11/09 7:00,0,1.6,0,8
2024/11/09 8:00,0,2.3,0,8
2024/11/09 9:00,0,2.4,0,4
2024/11/09 10:00,0.4,5.2,0,2
2024/11/09 11:00,1,9.4,0,2
2024/11/09 12:00,1,12.5,0,2
2024/11/09 13:00,1,14.2,0,2
2024/11/09 14:00,1,13.7,0,2
2024/11/09 15:00,1,13.9,0,2
2024/11/09 16:00,1,13.7,0,2
2024/11/09 17:00,0.2,10.6,0,2
2024/11/09 18:00,0,8.4,0,2
2024/11/10 7:00,0,2.3,0,8
2024/11/10 8:00,0,2.5,0,8
2024/11/10 9:00,0,2.8,0,8
2024/11/10 10:00,0,4.4,0,4
2024/11/10 11:00,0.9,7.4,0,2
2024/11/10 12:00,1,10.1,0,2
2024/11/10 13:00,1,12.5,0,2
2024/11/10 14:00,1,14.3,0,2
2024/11/10 15:00,0.9,15.6,0,2
2024/11/10 16:00,1,14.5,0,2
2024/11/10 17:00,0.1,12.7,0,2
2024/11/10 18:00,0,11.1,0,4
2024/11/11 7:00,0,10.1,0,2
2024/11/11 8:00,0,10.8,0,4
2024/11/11 9:00,0.5,12.4,0,2
2024/11/11 10:00,1,15.6,0,2
2024/11/11 11:00,1,18.7,0,2
2024/11/11 12:00,1,19.7,0,2
2024/11/11 13:00,1,19.5,0,2
2024/11/11 14:00,1,19.6,0,2
2024/11/11 15:00,1,19,0,2
2024/11/11 16:00,1,17.4,0,2
2024/11/11 17:00,0.2,15.4,0,
2024/11/11 18:00,0,14.7,0,
2024/11/12 7:00,0,6.8,0,4
2024/11/12 8:00,0.5,8.6,0,4
2024/11/12 9:00,1,10.7,0,2
2024/11/12 10:00,1,13.9,0,2
2024/11/12 11:00,1,15.6,0,2
2024/11/12 12:00,1,17.4,0,2
2024/11/12 13:00,0.9,18.3,0,2
2024/11/12 14:00,0.2,17.7,0,4
2024/11/12 15:00,0,17.9,0,4
2024/11/12 16:00,0,16.3,0,4
2024/11/12 17:00,0,15,0,4
2024/11/12 18:00,0,14.5,0,4
2024/11/13 7:00,0,12,0,4
2024/11/13 8:00,0.7,12.7,0,2
2024/11/13 9:00,1,14.1,0,2
2024/11/13 10:00,1,14.5,0,2
2024/11/13 11:00,1,15.2,0,2
2024/11/13 12:00,1,15.5,0,2
2024/11/13 13:00,1,15.7,0,2
2024/11/13 14:00,1,15.7,0,2
2024/11/13 15:00,1,15.1,0,2
2024/11/13 16:00,1,13.5,0,2
2024/11/13 17:00,0.2,11.8,0,2
2024/11/13 18:00,0,10.4,0,2
2024/11/14 7:00,0,6.3,0,2
2024/11/14 8:00,0.1,7.8,0,4
2024/11/14 9:00,1,9.5,0,2
2024/11/14 10:00,1,11.7,0,2
2024/11/14 11:00,1,13.8,0,2
2024/11/14 12:00,1,15,0,2
2024/11/14 13:00,1,17.4,0,2
2024/11/14 14:00,1,18.6,0,2
2024/11/14 15:00,1,18.4,0,2
2024/11/14 16:00,1,17.1,0,2
2024/11/14 17:00,0.1,15.7,0,2
2024/11/14 18:00,0,12.8,0,2
2024/11/15 7:00,0,9.7,1,10
2024/11/15 8:00,0,10.5,0,4
2024/11/15 9:00,0.2,11.2,0,4
2024/11/15 10:00,0.3,13.3,0,4
2024/11/15 11:00,0.6,14.2,0,4
2024/11/15 12:00,0.3,15.8,0,4
2024/11/15 13:00,0.4,16.7,0,4
2024/11/15 14:00,0.8,18.5,0,2
2024/11/15 15:00,0.4,18,0,2
2024/11/15 16:00,0.7,17.5,0,2
2024/11/15 17:00,0,15.5,0,2
2024/11/15 18:00,0,14,0,4
2024/11/16 7:00,0,7.7,0,8
